_id,sku,brand,description,image,manufacturer,part_number,price,title,url
69819c56c0a43de9049e43cc,0200753,,"3M[TM] Roloc[TM] Disc 361F features an aluminum oxide abrasive which is a popular choice among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough durable abrasive that self-fractures to expose fresh cutting edges whereas traditional natural abrasives dull more quickly. Due to its fast cut-rate hardness and strength it is widely used in grinding applications in addition to sanding and finishing applications. Aluminum oxide is suitable for a wide variety of materials in both woodworking and metalworking including ferrous alloys.Heat-resistant resin is a sturdy binding agent that adheres the abrasive to the backing and maintains the stability of the bond even in conditions of high heat or pressure. Cloth-backed discs are known for their durability and flexibility. They're a good first choice when working with metal or for heavy wood stock removal.3M[TM] Roloc[TM] Disc 361F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for for the correct system. Disc can be used in wet or dry applications    Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Tough YF-weight polyester backing supports medium-pressure applications and provides consistent performance    Durable aluminum oxide abrasive grains cut fast and perform well on many surfaces    3M[TM] Roloc[TM] attachment enables efficient and secure installation and removal of the disc 3M[TM] Roloc[TM] Disc 361F offers a quick-change attachment and provides durability and high performance for grinding, blending, deburring, and finishing on all metals. Fast-cutting aluminum oxide abrasive grains are bonded to the heavyweight cloth backing with durable, heat-resistant resin that supports both wet and dry applications.",https://img2.fastenal.com/infp360pmm/derivates/3/001/113/576/921139297_Primary_eng.jpg,3M,7000045093,202.00,"3"" Dia x 3-TR Arbor 36 Grit Coarse Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0200753
69819c57c0a43de9049e43cd,0200752,,"3M[TM] Roloc[TM] Disc 361F features an aluminum oxide abrasive which is a popular choice among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough durable abrasive that self-fractures to expose fresh cutting edges whereas traditional natural abrasives dull more quickly. Due to its fast cut-rate hardness and strength it is widely used in grinding applications in addition to sanding and finishing applications. Aluminum oxide is suitable for a wide variety of materials in both woodworking and metalworking including ferrous alloys.Heat-resistant resin is a sturdy binding agent that adheres the abrasive to the backing and maintains the stability of the bond even in conditions of high heat or pressure. Cloth-backed discs are known for their durability and flexibility. They're a good first choice when working with metal or for heavy wood stock removal.3M[TM] Roloc[TM] Disc 361F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for for the correct system. Disc can be used in wet or dry applications    Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Tough YF-weight polyester backing supports medium-pressure applications and provides consistent performance    Durable aluminum oxide abrasive grains cut fast and perform well on many surfaces    3M[TM] Roloc[TM] attachment enables efficient and secure installation and removal of the disc 3M[TM] Roloc[TM] Disc 361F offers a quick-change attachment and provides durability and high performance for grinding, blending, deburring, and finishing on all metals. Fast-cutting aluminum oxide abrasive grains are bonded to the heavyweight cloth backing with durable, heat-resistant resin that supports both wet and dry applications.",https://img3.fastenal.com/infp360pmm/derivates/3/001/114/123/0819488_Primary_eng.jpg,3M,7000000388,2.26,"2"" Dia x 3-TR Arbor 120 Grit Fine Aluminum Oxide White Fiber Disc",https://www.fastenal.com/product/details/0200752
69819c57c0a43de9049e43ce,0200755,,"3M[TM] Roloc[TM] Disc 361F features an aluminum oxide abrasive which is a popular choice among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough durable abrasive that self-fractures to expose fresh cutting edges whereas traditional natural abrasives dull more quickly. Due to its fast cut-rate hardness and strength it is widely used in grinding applications in addition to sanding and finishing applications. Aluminum oxide is suitable for a wide variety of materials in both woodworking and metalworking including ferrous alloys.Heat-resistant resin is a sturdy binding agent that adheres the abrasive to the backing and maintains the stability of the bond even in conditions of high heat or pressure. Cloth-backed discs are known for their durability and flexibility. They're a good first choice when working with metal or for heavy wood stock removal.3M[TM] Roloc[TM] Disc 361F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for for the correct system. Disc can be used in wet or dry applications    Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Tough YF-weight polyester backing supports medium-pressure applications and provides consistent performance    Durable aluminum oxide abrasive grains cut fast and perform well on many surfaces    3M[TM] Roloc[TM] attachment enables efficient and secure installation and removal of the disc 3M[TM] Roloc[TM] Disc 361F offers a quick-change attachment and provides durability and high performance for grinding, blending, deburring, and finishing on all metals. Fast-cutting aluminum oxide abrasive grains are bonded to the heavyweight cloth backing with durable, heat-resistant resin that supports both wet and dry applications.",https://img3.fastenal.com/infp360pmm/derivates/3/001/112/980/0200755_Primary_eng.jpg,3M,7000045100,174.00,"3"" Dia x 3-TR Arbor 80 Grit Medium Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0200755
69819c58c0a43de9049e43cf,0898739,FASTENAL,,https://img0.fastenal.com/infp360pmm/derivates/3/255/332/$v2/0898729_primary_en.jpg,FASTENAL BY NORTON,,69.50,"3"" Dia x 3-TR Arbor 60 Grit Coarse Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0898739
69819c58c0a43de9049e43d0,0898737,FASTENAL,,https://img0.fastenal.com/infp360pmm/derivates/3/255/332/$v2/0898729_primary_en.jpg,FASTENAL BY NORTON,,78.00,"3"" Dia x 3-TR Arbor 36 Grit Extra Coarse Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0898737
69819c59c0a43de9049e43d1,0898740,FASTENAL,,https://img0.fastenal.com/infp360pmm/derivates/3/255/332/$v2/0898729_primary_en.jpg,FASTENAL BY NORTON,,69.50,"3"" Dia x 3-TR Arbor 80 Grit Coarse Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0898740
69819c59c0a43de9049e43d2,0200049,,"Strong abrasive disc laminated to a cloth backing with two styles of lock-on attachments.;Attaches to locking style backup pad.;Stock removal, finishing, deburring and blending of metal and other materials.;Two attachment styles: Type 2 metal button replaces Standard Socatt and Type 3 plastic button replaces 3M Roloc.",https://img2.fastenal.com/infp360pmm/derivates/3/001/494/0200041.jpg,SIA ABRASIVES,2016.5228.0036,178.00,"3"" Dia x 3-TR Arbor 36 Grit Coarse Aluminum Oxide Maroon Fiber Disc",https://www.fastenal.com/product/details/0200049
69819c5ac0a43de9049e43d3,0821007,ROLOC,3M[TM] Roloc[TM] Disc 777F is resin-bonded to withstand high heat and pressure. A grinding aid on the 777F disc reduces grinding temperatures to protect heat-sensitive alloys such as stainless steel and nickel alloys.3M[TM] Ceramic Abrasive Grain is a ceramic mineral designed to enhance toughness and hardness of the grain. For increased performance 3M[TM] Roloc[TM] Disc 777F products feature aluminum oxide mineral blended with 3M[TM] Ceramic Abrasive Grain which is one of the hardest longest-lasting minerals available. Perfect for moderate to heavy stock removal ceramic abrasives are engineered to cut fast and handle intense heat and stress applications. Ceramic aluminum oxide blends surpass aluminum oxide abrasives in cut-rate and durability making them an excellent choice for difficult grinding applications.3M[TM] Roloc[TM] Disc 777F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for your system. Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Grinding aid reduces grinding temperatures for processes involving heat-sensitive alloys such as stainless steel nickel alloys and titanium    Polyester backing is extremely tough to support medium-pressure applications while maintaining consistent performance in both wet and dry applications    3M[TM] Roloc[TM] attachment system enables efficient and secure attachment and removal of the disc    A blend of ceramic and aluminum oxide mineral self-sharpens and offers improved durability and cut-rate over aluminum oxide,https://img4.fastenal.com/infp360pmm/derivates/3/001/113/576/921139557_Primary_eng.jpg,3M,7000000551,126.00,"2"" Dia x 3-TR Arbor 80 Grit Ceramic Yellow Fiber Disc",https://www.fastenal.com/product/details/0821007
69819c5bc0a43de9049e43d4,0200754,,"3M[TM] Roloc[TM] Disc 361F features an aluminum oxide abrasive which is a popular choice among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough durable abrasive that self-fractures to expose fresh cutting edges whereas traditional natural abrasives dull more quickly. Due to its fast cut-rate hardness and strength it is widely used in grinding applications in addition to sanding and finishing applications. Aluminum oxide is suitable for a wide variety of materials in both woodworking and metalworking including ferrous alloys.Heat-resistant resin is a sturdy binding agent that adheres the abrasive to the backing and maintains the stability of the bond even in conditions of high heat or pressure. Cloth-backed discs are known for their durability and flexibility. They're a good first choice when working with metal or for heavy wood stock removal.3M[TM] Roloc[TM] Disc 361F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for for the correct system. Disc can be used in wet or dry applications    Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Tough YF-weight polyester backing supports medium-pressure applications and provides consistent performance    Durable aluminum oxide abrasive grains cut fast and perform well on many surfaces    3M[TM] Roloc[TM] attachment enables efficient and secure installation and removal of the disc 3M[TM] Roloc[TM] Disc 361F offers a quick-change attachment and provides durability and high performance for grinding, blending, deburring, and finishing on all metals. Fast-cutting aluminum oxide abrasive grains are bonded to the heavyweight cloth backing with durable, heat-resistant resin that supports both wet and dry applications.",https://img4.fastenal.com/infp360pmm/derivates/3/001/495/0200749.jpg,3M,7000045098,125.00,"3"" Dia x 3-TR Arbor 60 Grit Medium Aluminum Oxide Orange Fiber Disc",https://www.fastenal.com/product/details/0200754
69819c5bc0a43de9049e43d5,0898730,FASTENAL,,https://img0.fastenal.com/infp360pmm/derivates/3/255/332/$v2/0898729_primary_en.jpg,FASTENAL BY NORTON,,73.19,"2"" Dia x 3-TR Arbor 50 Grit Coarse Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0898730
69819c5cc0a43de9049e43d6,0200756,,"3M[TM] Roloc[TM] Disc 361F features an aluminum oxide abrasive which is a popular choice among industrial professionals because of its fast cut-rate and long life. This mineral makes a tough durable abrasive that self-fractures to expose fresh cutting edges whereas traditional natural abrasives dull more quickly. Due to its fast cut-rate hardness and strength it is widely used in grinding applications in addition to sanding and finishing applications. Aluminum oxide is suitable for a wide variety of materials in both woodworking and metalworking including ferrous alloys.Heat-resistant resin is a sturdy binding agent that adheres the abrasive to the backing and maintains the stability of the bond even in conditions of high heat or pressure. Cloth-backed discs are known for their durability and flexibility. They're a good first choice when working with metal or for heavy wood stock removal.3M[TM] Roloc[TM] Disc 361F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for for the correct system. Disc can be used in wet or dry applications    Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Tough YF-weight polyester backing supports medium-pressure applications and provides consistent performance    Durable aluminum oxide abrasive grains cut fast and perform well on many surfaces    3M[TM] Roloc[TM] attachment enables efficient and secure installation and removal of the disc 3M[TM] Roloc[TM] Disc 361F offers a quick-change attachment and provides durability and high performance for grinding, blending, deburring, and finishing on all metals. Fast-cutting aluminum oxide abrasive grains are bonded to the heavyweight cloth backing with durable, heat-resistant resin that supports both wet and dry applications.",https://img3.fastenal.com/infp360pmm/derivates/3/001/114/150/0821336_Primary_eng.jpg,3M,7000000389,123.00,"3"" Dia x 3-TR Arbor 120 Grit Fine Aluminum Oxide White Fiber Disc",https://www.fastenal.com/product/details/0200756
69819c5dc0a43de9049e43d7,0898736,FASTENAL,,https://img0.fastenal.com/infp360pmm/derivates/3/255/332/$v2/0898729_primary_en.jpg,FASTENAL BY NORTON,,60.00,"3"" Dia x 3-TR Arbor 120 Grit Medium Aluminum Oxide Brown Fiber Disc",https://www.fastenal.com/product/details/0898736
69819c5ec0a43de9049e43d8,0200052,,"Strong abrasive disc laminated to a cloth backing with two styles of lock-on attachments.;Attaches to locking style backup pad.;Stock removal, finishing, deburring and blending of metal and other materials.;Two attachment styles: Type 2 metal button replaces Standard Socatt and Type 3 plastic button replaces 3M Roloc.",https://img2.fastenal.com/infp360pmm/derivates/3/001/494/0200041.jpg,SIA ABRASIVES,2016.5228.0080,118.50,"3"" Dia x 3-TR Arbor 80 Grit Medium Aluminum Oxide Maroon Fiber Disc",https://www.fastenal.com/product/details/0200052
69819c5ec0a43de9049e43d9,0808539,,"Create a clean surface on 300 and 400 Series stainless steel and other tough metals by using the Blaze R980P coarse grit TR (Type III) quick-change cloth disc on a right-angle grinder. Featuring a self-lubricating grain treatment that delivers fast cut rates and an improved resin bond system to ensure durability, this coarse-grit disc is ideal for stock removal, deburring and weld blending tasks. The 100% ceramic grain consistently exposes sharp or uneven areas, cutting down on time and labor. Our 100% ceramic grain constantly exposes sharper edges to deliver highest productivity at lowest overall costs vs. competitive lower-ratio ceramic discs  Improved resin bond system maximizes grain retention for longer life  Advanced self-lubricating grain treatment provides coolest cut and significantly faster cut rates; excels on hard-to-grind materials like 300 and 400 Series Stainless and exotic alloys  Coarse grit provides the fastest stock removal, weld blending, and deburring rates Stock Removal,Blending,Deburring",https://img3.fastenal.com/infp360pmm/derivates/3/001/200/528/0808535.jpg,NORTON,66261162318,70.00,"2"" Dia x 3-TR Arbor 36 Grit Coarse Ceramic Orange Fiber Disc",https://www.fastenal.com/product/details/0808539
69819c5fc0a43de9049e43da,0808543,,"Create a clean surface on 300 and 400 Series stainless steel and other tough metals by using the Blaze R980P coarse grit TR (Type III) quick-change cloth disc on a right-angle grinder. Featuring a self-lubricating grain treatment that delivers fast cut rates and an improved resin bond system to ensure durability, this coarse-grit disc is ideal for stock removal, deburring and weld blending tasks. The 100% ceramic grain consistently exposes sharp or uneven areas, cutting down on time and labor. Our 100% ceramic grain constantly exposes sharper edges to deliver highest productivity at lowest overall costs vs. competitive lower-ratio ceramic discs  Improved resin bond system maximizes grain retention for longer life  Advanced self-lubricating grain treatment provides coolest cut and significantly faster cut rates; excels on hard-to-grind materials like 300 and 400 Series Stainless and exotic alloys  Coarse grit provides the fastest stock removal, weld blending, and deburring rates Stock Removal,Blending,Deburring",https://img3.fastenal.com/infp360pmm/derivates/3/001/200/528/0808535.jpg,NORTON,66261162328,3.57,"3"" Dia x 3-TR Arbor 36 Grit Coarse Ceramic Orange Fiber Disc",https://www.fastenal.com/product/details/0808543
69819c60c0a43de9049e43db,99406129,CUBITRON,"To save time and increase throughput 3M[TM] Cubitron[TM] II Roloc[TM] Durable Edge Disc 984F combines the convenience of the 3M[TM] Roloc[TM] Quick-Change Attachment System with 3M proprietary Precision-Shaped Grain (PSG) technology delivering outstanding cut rates and disc life. For long life and durability the disc is constructed with a laminated 2-ply polyester backing for wear-resistance in edge work.Because PSG contributes to an exceptionally high cut-rate with less pressure operators can finish tough tasks faster and with less fatigue. A grinding aid incorporated on the disc makes this an outstanding product for all types of metal—it helps keep the disc cooler on stainless steel and heat-sensitive metals such as nickel alloys and titanium thereby reducing metal discoloration/oxidation and the chance of heat-related stress cracks.3M[TM] Cubitron[TM] II products have raised the bar for high-performing abrasives. 3M Precision-Shaped Grain outcuts and outlasts conventional ceramic industrial abrasives and requires less grinding force to achieve superior performance. The result is that operators can grind faster and complete more parts per disc with less muscle-work and fatigue.To create PSG engineers started with 3M[TM] Ceramic Abrasive Grain and used proprietary technology to form the grains into triangular structures and electrostatically orient them on the backing to form sharp peaks that maximize cutting potential. These peaks slice cleanly through metal rather than gouging or plowing as traditional abrasives do and continuously self-sharpen as the points break off. This generates a super-fast cut and lessens heat build-up due to friction reducing heat-related stress cracks and discoloration.PSG also wears evenly and because the abrasive itself stays cooler and sharper Cubitron[TM] II products last significantly longer than their conventional ceramic counterparts ensuring extended high performance in production applications.3M[TM] Cubitron[TM] II Roloc[TM] Durable Edge Disc 984F is available for use with the following Roloc attachment systems: TR TSM and TS. Please select discs with the attachment design made for your system. 3M Precision-Shaped Grain (PSG) maintains super-sharp points that cut exceptionally fast with less pressure     Disc life is significantly longer, completing more parts per disc and requiring fewer disc changes     Grinding aid incorporated on the disc minimizes grinding temperatures for stainless steel and other heat-sensitive alloys     Roloc[TM] quick attachment system provides for easy disc changes between grades or applications     Backing supports medium to high pressure grinding applications and 2-ply construction provides added durability for edge work Deburring, Deburring Edges, Grinding, Parting Line Removal, Prepping Metal Prior to Paint, Right Angle Grinding, Weld Cleaning, Weld Removal & Finishing",https://img0.fastenal.com/infp360pmm/derivates/3/001/113/513/99569407_Primary_eng_x.jpg,3M,7100001474,3.14,"2"" Dia x 3-TR Arbor 36 Grit Ceramic Orange Fiber Disc",https://www.fastenal.com/product/details/99406129
69819c60c0a43de9049e43dc,0821338,ROLOC,3M[TM] Roloc[TM] Disc 777F is resin-bonded to withstand high heat and pressure. A grinding aid on the 777F disc reduces grinding temperatures to protect heat-sensitive alloys such as stainless steel and nickel alloys.3M[TM] Ceramic Abrasive Grain is a ceramic mineral designed to enhance toughness and hardness of the grain. For increased performance 3M[TM] Roloc[TM] Disc 777F products feature aluminum oxide mineral blended with 3M[TM] Ceramic Abrasive Grain which is one of the hardest longest-lasting minerals available. Perfect for moderate to heavy stock removal ceramic abrasives are engineered to cut fast and handle intense heat and stress applications. Ceramic aluminum oxide blends surpass aluminum oxide abrasives in cut-rate and durability making them an excellent choice for difficult grinding applications.3M[TM] Roloc[TM] Disc 777F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for your system. Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Grinding aid reduces grinding temperatures for processes involving heat-sensitive alloys such as stainless steel nickel alloys and titanium    Polyester backing is extremely tough to support medium-pressure applications while maintaining consistent performance in both wet and dry applications    3M[TM] Roloc[TM] attachment system enables efficient and secure attachment and removal of the disc    A blend of ceramic and aluminum oxide mineral self-sharpens and offers improved durability and cut-rate over aluminum oxide,https://img3.fastenal.com/infp360pmm/derivates/3/001/114/150/0821336_Primary_eng.jpg,3M,7000000553,123.50,"2"" Dia x 3-TR Arbor 120 Grit Ceramic White Fiber Disc",https://www.fastenal.com/product/details/0821338
69819c61c0a43de9049e43dd,0821221,ROLOC,3M[TM] Roloc[TM] Disc 777F is resin-bonded to withstand high heat and pressure. A grinding aid on the 777F disc reduces grinding temperatures to protect heat-sensitive alloys such as stainless steel and nickel alloys.3M[TM] Ceramic Abrasive Grain is a ceramic mineral designed to enhance toughness and hardness of the grain. For increased performance 3M[TM] Roloc[TM] Disc 777F products feature aluminum oxide mineral blended with 3M[TM] Ceramic Abrasive Grain which is one of the hardest longest-lasting minerals available. Perfect for moderate to heavy stock removal ceramic abrasives are engineered to cut fast and handle intense heat and stress applications. Ceramic aluminum oxide blends surpass aluminum oxide abrasives in cut-rate and durability making them an excellent choice for difficult grinding applications.3M[TM] Roloc[TM] Disc 777F is available for use with the following Roloc attachment systems: TSM TR TP and TS. Please select discs with the attachment design made for your system. Heat-resistant resin coating bonds abrasive to backing for durability under pressure heat and water    Grinding aid reduces grinding temperatures for processes involving heat-sensitive alloys such as stainless steel nickel alloys and titanium    Polyester backing is extremely tough to support medium-pressure applications while maintaining consistent performance in both wet and dry applications    3M[TM] Roloc[TM] attachment system enables efficient and secure attachment and removal of the disc    A blend of ceramic and aluminum oxide mineral self-sharpens and offers improved durability and cut-rate over aluminum oxide,https://img4.fastenal.com/infp360pmm/derivates/3/001/113/575/921139189_Primary_eng.jpg,3M,7000000550,129.50,"2"" Dia x 3-TR Arbor 60 Grit Ceramic Orange Fiber Disc",https://www.fastenal.com/product/details/0821221
69819c62c0a43de9049e43de,99330071,,Proprietary grain mix that provides excellent cut for mild and stainless steel applications. Available in both S and R quick change feature. Industry leading performance when compared to other premium quick-loks. Excellent performance when compared to other premium ceramic quick-loks at an excellent cost position. Industry leading performance for difficult weld removal and deburring quick-lok applications. Designed for mild and stainless steel.,https://img4.fastenal.com/infp360pmm/derivates/3/001/360/574/99330051.jpg,ARC ABRASIVES,71-31654,88.20,"2"" Dia x 3-TR Arbor 80 Grit Coarse Ceramic Yellow Sanding Disc",https://www.fastenal.com/product/details/99330071
